Название фильма и краткое описание,URL 
"
Идеальный голос 2
Год: 2015
Страна: США
Жанр: комедия, музыка
Длительность: 115 мин.
КиноПоиск: 6.4
IMDb: 6.4

Крутые девчонки возвращаются, а это значит будет особенно весело. Они уже пишут ремиксы на собственные песни, выпускают новые альбомы и покоряют новых поклонников мини юбками. Высоченные каблуки, мелодичные голоса и сногсшибательные танцы не...

",https://filmshd.club/1796-idealnyy-golos-2.html
"
Идеальный голос
Год: 2013
Страна: США
Жанр: мелодрама, комедия, музыка
Длительность: 112 мин.
КиноПоиск: 7.2
IMDb: 7.2

Будучи студенткой главная героиня обнаруживает у себя уникальный дар к пению а капелла. Девушка могла мелодично петь без музыкального сопровождения, что является особым талантом. Для того, чтобы развить свои умения ей необходимо много времени...

",https://filmshd.club/1795-idealnyy-golos.html
"
Жажда смерти
Год: 2018
Страна: США
Жанр: боевик, триллер, криминал
Длительность: 107 мин.
КиноПоиск: 6.5
IMDb: 6.4

В Чикаго - ""городе ветров"" и втором по значимости финансовом центре США - не бывает спокойно. Здесь в любом мусорном баке можно обнаружить труп, а разнообразные банды разрастаются как грибы после дождя. До недавнего времени семейство Керси не...

",https://filmshd.club/1273-zazhda-smerti.html
"
Можно только представить
Год: 2018
Страна: США
Жанр: драма, семейный
Длительность: 110 мин.
КиноПоиск: 7.2
IMDb: 7.4

Самыми великими хитами становятся исключительно те произведения, в которые авторы кроме мастерства вкладывают душу. Есть непередаваемое очарование в искренности, которая находит отклик у слушателей и переворачивает их сознание. Подобная открытость...

",https://filmshd.club/1244-mozhno-tolko-predstavit.html
"
Смертельная гонка 4: Вне анархии
Год: 2018
Страна: США, Болгария
Жанр: боевик
Длительность: 111 мин.
КиноПоиск: 4.8
IMDb: 5.3

Главный герой случайно обретает новое знакомство. Его новым собеседником становится агент местного телевизионного канала, заинтересованный в участниках гонок на выживание. Как поступить в подобной ситуации, сложно сказать. Но в состязаниях не будут...

",https://filmshd.club/1794-smertelnaya-gonka-4-vne-anarhii.html
"
Смертельная гонка 3: Ад
Год: 2013
Страна: США, Германия, ЮАР
Жанр: фантастика, боевик, триллер
Длительность: 105 мин.
КиноПоиск: 5.8
IMDb: 5.5

Карл раскаялся во всех своих смертных грехах. Лукасу давно дали прозвище Франкенштейн по неизвестным причинам. Главный герой неоднократно участвовал в жесточайших кровавых разборках в тюремных стенах. Проходящая в тюрьме Смертельная гонка многому...

",https://filmshd.club/1793-smertelnaya-gonka-3-ad.html
"
Смертельная гонка 2: Франкенштейн жив
Год: 2010
Страна: ЮАР, Германия
Жанр: фантастика, боевик, триллер
Длительность: 101 мин.
КиноПоиск: 6
IMDb: 5.6

Когда в Соединенных Штатах Америки пошатнулось экономическое положение, то закономерно стало процветать насилие. Для того, чтобы снизить преступность и посадить за решетку уже пойманных злодеев, необходимы дополнительные камеры. С этой целью...

",https://filmshd.club/1792-smertelnaya-gonka-2-frankenshteyn-zhiv.html
"
Незнакомцы: Жестокие игры
Год: 2018
Страна: США
Жанр: ужасы
Длительность: 86 мин.
КиноПоиск: 4.8
IMDb: 5.2

Всякий долг должен быть уплачен. Об этом забыла простая американская семья из числа тех, кого можно показывать в рекламе хлопьев: папа, мама и дети. В уплату у них отобрали жилье, поэтому им приходится сняться с насиженного места и отправиться в...

",https://filmshd.club/1245-neznakomcy-zhestokie-igri.html
"
Смертельная гонка
Год: 2008
Страна: США, Германия, Великобритания
Жанр: фантастика, боевик, триллер
Длительность: 111 мин.
КиноПоиск: 7.1
IMDb: 6.4

Дженсен добился высоких результатов в гонках, став трехкратным чемпионом. Но Эймса посадили в тюрьму за убийство, к которому он не имел никакого отношения. Потому как за решеткой свои правила, против которых невозможно идти в одиночку, главному...

",https://filmshd.club/1791-smertelnaya-gonka.html
"
Похищены и проданы
Год: 2017
Страна: США
Жанр: триллер, драма
Длительность: 101 мин.
КиноПоиск: 5.6
IMDb: 5.3

Главные героини даже не подозревали о грядущей опасности, когда они через интернет занимались поисками работы. Девушки оказались в Техасе, где их принудили стать секс-рабынями. Оказавшись в рабстве, у главных героинь практически не осталось шансов...

",https://filmshd.club/1790-pohischeny-i-prodany.html
"
Гордая Мэри
Год: 2018
Страна: США
Жанр: боевик, триллер, криминал
Длительность: 89 мин.
КиноПоиск: 4.8
IMDb: 4.9

Быть женщиной и в то же время наемным убийцей довольно сложно. Но у Мэри сильный и волевой характер, поэтому одно другому не мешает. Героиня не на шутку горда и принципиальна. Именно поэтому после очередного заказа она не убивает подростка жертвы,...

",https://filmshd.club/1789-gordaya-meri.html
"
Смертоносные галлюцинации
Год: 2017
Страна: США
Жанр: триллер
Длительность: 84 мин.
IMDb: 5.1

У молодой девушки серьезные проблемы, с которыми она решает справиться при переезде на новое место жительства. Со своим избранником Джулия отправляется прямиком в Лос-Анджелес, где планирует начать жизнь практически с чистого листа. Так ли это на...

",https://filmshd.club/1788-deadly-delusion.html
"
На следующий день
Год: 2017
Страна: Корея Южная
Жанр: драма
Длительность: 92 мин.
КиноПоиск: 6.7
IMDb: 7

Будучи первым лицом небольшого издательства главный герой регулярно заводит романы на работе со смазливыми сотрудницами. Но у него есть непривлекательная особенность - он быстро охладевает к очередной пассии и сразу же увольняет девушку. Безусловно...

",https://filmshd.club/1787-na-sleduyuschiy-den.html
"
Зимняя сказка
Год: 2018
Страна: Канада
Жанр: драма, мелодрама
Длительность: 85 мин.
IMDb: 6.4

По завершению спортивной карьеры Кэт Миллер открывает собственный пансионат и магазин по продаже спортивных товаров. Будучи в прошлом лыжницей, она выбрала именно эти направления деятельности. Ее заведения находятся на горнолыжном курорте, который...

",https://filmshd.club/1786-zimnyaya-skazka.html
"
Загадочная семья
Год: 2017
Страна: Китай, Тайвань, Корея Южная
Жанр: драма, триллер, детектив
Длительность: 92 мин.
IMDb: 5.3

Главная героиня была подвергнута жестокому насилию со стороны неизвестного мужчины. Несмотря на тяжелое физическое состояние и сильнейшую моральную травму девушка выжила. Но череда страшных событий на этом, к сожалению, не закончилась. Примерно...

",https://filmshd.club/1785-zagadochnaya-semya.html
"
Частное пионерское 3. Привет, взрослая жизнь!
Год: 2017
Страна: Россия
Жанр: комедия, приключения, семейный
Длительность: 94 мин.
КиноПоиск: 6.3
IMDb: 5.7

На дворе 1981 год, а это значит, что в жизни Мишки Хрусталева и Димки Терентьева звенит последний звонок. Знакомые с детства улочки и уютные классы с любимыми учителями остаются позади - ребята вместе со своей подругой Ленкой Карасевой прощаются с...

",https://filmshd.club/1030-chastnoe-pionerskoe-3-privet-vzroslaya-zhizn.html
"
Голубой мировой порядок
Год: 2017
Страна: Австралия
Жанр: фантастика
Длительность: 116 мин.

Так случилось, что во время ядерной войны было полностью стерто с лица Земли Северное полушарие. Коренное население юга было в замешательстве. Люди не знали как им существовать дальше, ведь на планете творился хаос и неразбериха. Созданное...

",https://filmshd.club/1784-blue-world-order.html
"
Моя бывшая подружка
Год: 2018
Страна: Франция
Жанр: комедия
Длительность: 86 мин.
КиноПоиск: 5.6
IMDb: 5.4

Винсент ответственно относится ко всем аспектам своей жизни, включая и такую щекотливую сторону как романы с очаровательными прелестницами. Правда, последняя кандидатка на роль верной жены не оценила его усилий и благополучно слиняла от возможности...

",https://filmshd.club/1402-moya-byvshaya-podruzhka.html
"
Славные пташки
Год: 2018
Страна: Исландия, Бельгия
Жанр: мультфильм, приключения
Длительность: 83 мин.
КиноПоиск: 5.9
IMDb: 5.4

Несколько птичьих стай нашли в себе силы улететь из пыльного, шумного мегаполиса и поселиться на небольшой зеленой полянке. Да, раньше им не приходилось задумываться о еде, так как всегда находились сердобольные люди, готовые подкормить милую...

",https://filmshd.club/1403-slavnye-ptashki.html
"
Мафия убивает только летом
Год: 2013
Страна: Италия
Жанр: комедия, криминал
Длительность: 89 мин.
КиноПоиск: 6.8
IMDb: 7.2

Первым сказанным словом Артуро было мафия. Все детские и юношеские годы парня прошли в его родном городе Палермо, где люди были вынуждены каждый день жить бок о бок с бандитами, которые чтили и соблюдали лишь свои законы. Как следствие, на улицах...

",https://filmshd.club/1766-mafiya-ubivaet-tolko-letom.html
"
Большое путешествие
Год: 1995
Страна: Канада, США
Жанр: комедия, приключения
Длительность: 87 мин.
КиноПоиск: 6.8
IMDb: 5.6

Однажды два старшеклассника решают отомстить своему директору школы, и пробираются к нему домой, куда приглашают весь класс, дабы там устроить шумную и разрушительную вечеринку. Однако о планах хулиганов узнаёт директор, и мчится домой, как можно...

",https://filmshd.club/1765-bolshoe-puteshestvie.html
"
Девять месяцев
Год: 1994
Страна: Франция
Жанр: комедия
Длительность: 110 мин.
КиноПоиск: 7.1
IMDb: 5.8

В центре сюжета данной французской романтической кинокомедии находится история одной молодой супружеской пары. Этот фильм покажет взгляд мужчины и женщины на новый этап в их жизни, связанный в скором времени с прибавлением в семействе. Матильда и...

",https://filmshd.club/1764-devyat-mesyacev.html
"
Третья волна зомби
Год: 2018
Страна: Ирландия
Жанр: ужасы, фантастика, драма
Длительность: 95 мин.
КиноПоиск: 5.4
IMDb: 5.5

Человечество вновь оказалось на грани вымирания: вспышка вируса, превращающего людей в кровожадных зомби, чуть не охватила всю планету. К счастью, врачам удалось найти средство, поворачивающее процесс вспять. 75% зараженных, получавших лекарство,...

",https://filmshd.club/1524-tretya-volna-zombi.html
"
Шторм: Письма огня
Год: 2017
Страна: Нидерланды
Жанр: семейный
Длительность: 107 мин.
IMDb: 6.1

События в данном захватывающем и поучительном кинофильме разворачиваются в средневековье вокруг двенадцатилетнего мальчика и его отца. Клаас Вутеен занимается тем, что печатает и распространяет запрещённые книги Мартина Лютера. В те времена подобная...

",https://filmshd.club/1763-shtorm-pisma-ognya.html
"
Король
Год: 2017
Страна: Франция, Чили
Жанр: драма
Длительность: 92 мин.
IMDb: 6.6

В 1860 году Орели-Антуан де Тунан отправился на поиски приключений на другой конец света. В родной Франции мужчина занимал адвокатский пост, который за длительное время практики надоел ему. Орели-Антуану хотелось незабываемых приключений, новых...

",https://filmshd.club/1762-korol.html
"
Кошачий рай
Год: 2018
Страна: Китай
Жанр: мультфильм, комедия, приключения, семейный
Длительность: 106 мин.
КиноПоиск: 6.2
IMDb: 5.4

У кота по имени Одеялко была идеальная жизнь. У него была тёплая кроватка, его регулярно кормили сытной и питательной едой. А самое главное у него был любимый сынок-котёнок, а также друг попугай и заботливая хозяйка. Ему казалось, что так будет...

",https://filmshd.club/1761-koshachiy-ray.html
"
Ловушка времени
Год: 2017
Страна: США
Жанр: фантастика, боевик, приключения
Длительность: 88 мин.
КиноПоиск: 6.5
IMDb: 6.6

В центре сюжета данного фантастического боевика находится группа студентов, отправившихся в техасские пещеры, дабы разыскать своего учителя, который некоторое время назад отправился в эти места, дабы проверить свою теорию. Он считал, что в этих...

",https://filmshd.club/1760-lovushka-vremeni.html
"
Марионеточный призрак
Год: 2017
Страна: Индонезия
Жанр: ужасы
Длительность: 89 мин.
IMDb: 3.7

Главными героинями данного фильма ужаса являются две молодые девушки, которые в один момент лишились самого близкого и дорого для них человека. Их отец неожиданно впал в кому. Для врачей было загадкой, что послужило тому, чтобы практически здоровый...

",https://filmshd.club/1758-marionetochnyy-prizrak.html
"
Дневник машиниста
Год: 2016
Страна: Сербия, Хорватия
Жанр: драма, комедия
Длительность: 86 мин.
КиноПоиск: 6.5
IMDb: 7.4

Илие 60 лет, всю жизнь он проработал машинистом, как и его отец. За все годы своей деятельности, мужчина убил 28 человек. Самым ярким воспоминанием из его жизни является то, как он лишил жизни сразу 6 человек, которые по роковой случайности судьбы...

",https://filmshd.club/1757-dnevnik-mashinista.html
"
Адзин: Получеловек
Год: 2017
Страна: Япония
Жанр: боевик, фантастика
Длительность: 108 мин.
КиноПоиск: 6.6
IMDb: 6.6

Кэй Нагаи всю жизнь считал себя самым обычным человеком. У него были вполне земные желания, мечты и стремления. Пока однажды с ним не произошёл трагический случай. Парень попал под колёса огромного грузовика, который практически уничтожил его тело....

",https://filmshd.club/1756-adzin-poluchelovek.html
"
Дробь
Год: 2016
Страна: Филиппины, Катар
Жанр: драма, криминал
Длительность: 117 мин.
IMDb: 7.1

Молодая девушка живёт вместе с отцом на уединённой ферме. У них небольшой достаток, поэтому им приходится находить различные способы для выживания. Ферма главных героев граничит с территорией заповедника, куда категорически запрещено входить. Дочь и...

",https://filmshd.club/1755-drob.html
"
Детектив из Чайнатауна 2
Год: 2018
Страна: Китай
Жанр: комедия, боевик, детектив
Длительность: 123 мин.
IMDb: 6.1

На этот раз колоритные, весёлые, харизматичные и совершенно непохожие друг на друга ребята из предыдущей части данного фильма прилетают в страну больших возможностей Америку. Перелёт был сложным и длительным, однако это меньшее из бед, с чем...

",https://filmshd.club/1754-detektiv-iz-chaynatauna-2.html
"
Детектив из Чайнатауна
Год: 2015
Страна: Китай
Жанр: боевик, комедия, детектив
Длительность: 136 мин.
КиноПоиск: 5.1
IMDb: 6.6

События в данной детективной кинокомедии разворачиваются вокруг парня, который провалил вступительные экзамены в полицейскую академию. Главный герой с детства мечтал стать детективом, и расследовать различные преступления. Фантазия центрального...

",https://filmshd.club/1753-detektiv-iz-chaynatauna.html
"
Брачная гармония
Год: 2018
Страна: Корея Южная
Жанр: мелодрама, комедия
Длительность: 112 мин.
КиноПоиск: 6.7
IMDb: 6.2

Какая девушка не мечтает выйти замуж за принца? Любая, но только не принцесса. Главная героиня данной комедийной мелодрамы, является той самой принцессой, которая не желает связывать свою судьбу с высокопоставленными людьми её страны. Ведь в этом...

",https://filmshd.club/1752-vechnaya-zhizn-aleksandra-hristoforova.html
"
Мобильные дома
Год: 2017
Страна: Канада, Франция
Жанр: драма
Длительность: 105 мин.
IMDb: 6.1

События в данной остросюжетной драме разворачиваются вокруг сложного и тернистого жизненного пути троих людей. Эли вместе с восьмилетним сыном Боуном и парнем Эваном пытается выживать в суровых реалиях современного мира. Главные герои постоянно...

",https://filmshd.club/1751-nesokrushimyy.html
"
Конченая
Год: 2018
Страна: Великобритания, Гонконг, Венгрия, США, Ирландия
Жанр: триллер, драма, криминал
Длительность: 96 мин.
КиноПоиск: 5.7
IMDb: 5.3

Двое наемных убийц берут заказ от таинственной личности, представляющейся мистером Франклином. Впрочем, их больше заботит не анонимность заказчика, а реальная куча денег, которую им пообещали за хорошо выполненную работу. Поколебавшись для приличия,...

",https://filmshd.club/1699-konchenaya.html
"
Хулиганьё
Год: 2018
Страна: Ирландия
Жанр: драма, комедия, криминал, приключения
Длительность: 84 мин.
КиноПоиск: 6.4
IMDb: 7.1

Конор и Джок являются не самыми образцовыми подростками. Они постоянно попадают в различные неприятности. Также они были замечены в краже нескольких велосипедов, одного автомобиля и мелкой домашней птицы. Парни считают, что если они...

",https://filmshd.club/1747-huligane.html
"
Девушки и танки
Год: 2017
Страна: Япония
Жанр: аниме, приключения, боевик, комедия
Длительность: 46 мин.
КиноПоиск: 6.1
IMDb: 6.1

Хрупких миловидных девушек лучше не злить! Ведь в своих школах эти барышни помимо рукоделия и кулинарии прилежно изучают (как традиционно женское дело) управление танком. Юркие и маневренные или медленные и надежные бронированные машины наилучшим...

",https://filmshd.club/1269-devushki-i-tanki.html
"
План побега
Год: 2013
Страна: США
Жанр: фантастика, боевик, триллер, криминал, детектив
Длительность: 116 мин.
КиноПоиск: 7.1
IMDb: 6.7

Рэй Бреслин - умный мужик, который смог найти наилучшее применение своей наблюдательности и таланту проектировщика. Он устроился в широко известную в узких кругах охранную фирму, где с успехом занимается тестированием лучших тюрем Америки. И...

",https://filmshd.club/1777-plan-pobega.html
"
Авичи: Правдивые истории
Год: 2017
Страна: США
Жанр: документальный
Длительность: 100 мин.
КиноПоиск: 7.8
IMDb: 7.7

Кто бы мог подумать, что простой мальчик из Стокгольма ворвется в мир музыки и взорвет хит-парады по всему земному шару своими зажигательными синглами? А ведь все начиналось с обычного ремикса темы из видеоигры, за которым последовал трек «Lazy...

",https://filmshd.club/917-avicii-true-stories.html
"
Турецкое седло
Год: 2018
Страна: Россия
Жанр: драма
Длительность: 73 мин.
КиноПоиск: 5.8
IMDb: 5.6

Ильич - бывший агент наружного наблюдения, работавший сначала на КГБ, а затем и на ФСБ. Теперь он на пенсии и подрабатывает обыкновенным охранником, но приобретенные привычки так просто не забываются. Поэтому он спасается от скуки слежкой за...

",https://filmshd.club/1545-tureckoe-sedlo.html
"
Женщина из квартиры 23B
Год: 2016
Страна: Филиппины
Жанр: ужасы, драма, мелодрама
Длительность: 84 мин.
IMDb: 6.7

Главная героиня переехала недавно в небольшой городок. Конечно, это событие не осталось без внимания местных жителей. Но сколько бы они ни старались, она ничего о своём прошлом не рассказывала. Девушка оказалась милой, умной, весёлой, вежливой и...

",https://filmshd.club/1741-zhenschina-iz-kvartiry-23b.html
"
1945
Год: 2017
Страна: Венгрия
Жанр: драма
Длительность: 89 мин.
IMDb: 7.2

Наступил день Победы. Фашистская Германия пала. Гитлер покончил с собой. Это произошло так быстро, что не верилось в реальность успеха ещё некоторое время. Но постепенно факты убеждали. Люди просыпались, снова и снова выйдя на улицу, видели -...

",https://filmshd.club/1740-1945.html
"
Миссис К
Год: 2016
Страна: Гонконг, Малайзия
Жанр: боевик, триллер, драма, криминал
Длительность: 94 мин.
IMDb: 6

Что нужно женщине для счастья? Мужчина, в которого можно влюбиться. Когда его рядом нет, нужен азарт, адреналин. Миссис К давно замужем. У неё есть чудесные дети. Она любит супруга и своих малюток. Ради их счастья готова стараться, быть примером,...

",https://filmshd.club/1739-missis-k.html
"
Мимозы
Год: 2016
Страна: Испания, Марокко, Франция, Румыния, Катар
Жанр: драма
Длительность: 96 мин.
IMDb: 6.4

В Марокканских горах решили однажды поселиться несколько человек. Этот посёлок, находящийся вдали от цивилизации, должен был стать райским местом. Здесь люди могли бы жить счастливо, в гармонии с собой и миром, воспитывать детей, создавать свои...

",https://filmshd.club/1738-mimozy.html
"
Неоперабельная
Год: 2017
Страна: США
Жанр: ужасы
Длительность: 87 мин.
IMDb: 3.9

Приближается ураган. Это явление очень опасно, наделено страшной разрушительной силой. Всем, кто оказался на его пути, лучше спасаться, даже если он готов уничтожить родной дом, целый город. Лучше уступить ему всё это. Не придумали учёные ещё...

",https://filmshd.club/1737-inoperable.html
"
Анон
Год: 2018
Страна: Германия, США
Жанр: фантастика, триллер
Длительность: 100 мин.
КиноПоиск: 6
IMDb: 6.1

Идеальное общество будущего достигло замечательных результатов: искоренена преступность, давно прекратились акты вандализма, а некогда ужасающий терроризм стал просто страшной сказкой. Ужасы больших городов отступили, уступая дорогу абсолютной...

",https://filmshd.club/1330-anon.html
"
7 лет ночи
Год: 2018
Страна: Корея Южная
Жанр: драма, триллер, криминал
Длительность: 125 мин.
IMDb: 5.8

Уже семь лет Со-вон живёт под вымышленным именем, не своей жизнью. Он скрывает ото всех своё прошлое, вынужден так поступать. Его преследуют, и он не может защитить себя по-другому. Семь лет назад его отец убил ребёнка. Он сел в нетрезвом состоянии...

",https://filmshd.club/1736-7-let-nochi.html
"
В ожидании Хэлен
Год: 2016
Страна: Канада
Жанр: ужасы, фэнтези, триллер, семейный
Длительность: 89 мин.
IMDb: 5

Когда-то это здание не было обычным жилым домом, как сейчас. Изначально это была церковь. Потому и стоит оно немного поодаль от других домов. Но потом его переделали и теперь это замечательное место для воспитания детей, ведения хозяйства, игр, сна,...

",https://filmshd.club/1735-wait-till-helen-comes.html
"
Чёрная Пантера
Год: 2018
Страна: США
Жанр: фантастика, боевик, приключения
Длительность: 135 мин.
КиноПоиск: 6.5
IMDb: 7.3

Ваканда... Маленькая африканская страна, изолированно существующая в самом сердце Черного континента. Татуированные туземцы, пасущиеся белые козочки, ритуальные пляски и примитивные верования - такой ее видят представители европейского общества. Но...

",https://filmshd.club/1004-chernaya-pantera.html
"
Поезд на Париж
Год: 2018
Страна: США
Жанр: триллер, драма, история
Длительность: 94 мин.
КиноПоиск: 5.6
IMDb: 5.2

554 пассажира поезда, следовавшего в романтичную столицу Франции, даже не предполагали, что обыкновенная поездка превратится из ненапряжного путешествия в остросюжетный боевик. Когда в 15:17 состав отошел от перрона, люди не подозревали, что среди...

",https://filmshd.club/1005-1517-na-parizh.html
"
Выжившие
Год: 2018
Страна: Франция
Жанр: ужасы, драма
Длительность: 83 мин.
КиноПоиск: 5.3
IMDb: 5.4

После очередной катастрофы Земля превратилась в пустыню, где нещадно палит солнце и ветер швыряет в глаза едкий песок. Уцелели немногие, и их выживание зависит только от них самих. Если есть винтовка - хорошо. Если получилось разжиться машиной - еще...

",https://filmshd.club/1615-vyzhivshie.html
"
Невидимый гость
Год: 2018
Страна: Испания
Жанр: триллер, криминал, детектив
Длительность: 106 мин.
КиноПоиск: 7.7
IMDb: 8.1

У Эдриана Дориа было всё - бизнес, азарт, адреналин, роскошные вещи, красивая женщина. Он потерял всё в один миг, оказался на краю пропасти. Хуже всего, что он понятия не имеет, как могло такое случиться. Его враг кажется невидимым и неуловимым. Но...

",https://filmshd.club/1720-nevidimyy-gost.html
"
Робот Сэм
Год: 2018
Страна: Украина
Жанр: мультфильм, приключения, триллер
Длительность: 17 мин.

Это история о Роботе, который мирно живет на своей планете . Он с утра до вечера работает на шиномонтаже, где меняет колеса, таким же роботам как и он сам. Каждый день дома его ждут , только его киберцветы. В одну из ночей на их мирную планету...

",https://filmshd.club/1716-robot-sem.html
"
В Питере – петь. Сергей Шнуров
Год: 2018
Страна: США, Россия
Жанр: документальный
Длительность: 58 мин.
КиноПоиск: 5.5

Группа ""Ленинград"" для российского шоу-бизнеса стала настоящим феноменом. Для группировки вовсю эксплуатирующей нецензурную лексику, эксцентричные образы и экстравагантное маргинальное поведение путь на вершины чартов и в ротацию на радио был бы...

",https://filmshd.club/1431-v-pitere-pet-sergey-shnurov.html
"
Танки
Год: 2018
Страна: Россия
Жанр: приключения, история, военный
Длительность: 93 мин.
КиноПоиск: 5.6
IMDb: 4.9

1940 год ознаменовался для СССР изобретением модели, которой будет суждено войти в историю мирового вооружения. Речь идет о знаменитом Т-34, именуемом просто и без пафоса ""тридцатьчетверкой"". К его созданию приложил руку именитый конструктор Михаил...

",https://filmshd.club/1421-tanki.html
"
Красный воробей
Год: 2018
Страна: США
Жанр: триллер, детектив
Длительность: 140 мин.
КиноПоиск: 5.5
IMDb: 6.6

Обычную гражданку (с чисто русским именем Доминика) завербовала служба советской разведки. Из девушки сделали закаленного солдата, способного и выдерживать боль, и очаровывать. Ее, смертоносную и прекрасную, определили в отряд ""воробьев"" - ""пташек"",...

",https://filmshd.club/1411-krasnyy-vorobey.html
"
Тихоокеанский рубеж 2
Год: 2018
Страна: Китай, США
Жанр: фантастика, боевик, приключения
Длительность: 111 мин.
КиноПоиск: 5.7
IMDb: 5.6

Впервые встретившись с кайдзю, человечество трепетало от ужаса. Но страх уступил место гневу, когда инопланетяне начали разрушать города, убивать мирных граждан. Тогда все государства объединились. Лучшими учеными была создана уникальная программа...

",https://filmshd.club/1090-tihookeanskiy-rubezh-2.html
"
Сага о чудовище
Год: 2018
Страна: США
Жанр: ужасы, фэнтези
Длительность: 92 мин.
КиноПоиск: 5.2
IMDb: 5.5

В уединенной хижине, которая находится в чаще леса, жила-была Энн. Похоже на начало сказки, где юная дева разговаривала с птичками и усмиряла жестокость зверей своим пением... Но в реальности на окнах приземистого домика присутствуют прочные...

",https://filmshd.club/1708-saga-o-chudovische.html
"
Жили-были
Год: 2018
Страна: Россия
Жанр: комедия
Длительность: 87 мин.
КиноПоиск: 7
IMDb: 6.1

Деревня Чудиновка как населенный пункт умерла давным-давно - почти все ее жители перебрались в город, поближе к благам цивилизации. Однако, здесь еще остались ""последние герои"", которые никак не могут расстаться с родной землей. Их четверо: Григорий...

",https://filmshd.club/1576-zhili-byli.html
"
Взрослые игры
Год: 2018
Страна: США
Жанр: комедия, драма, криминал
Длительность: 94 мин.
КиноПоиск: 6.2
IMDb: 5.9

17-летнюю Эрику окружающие видят неуравновешенной девицей, просиживающей в боулинге с болтливыми подружками. Впрочем, они не подозревают, что эта оторва неплохо зарабатывает, шантажируя пожилых мужчин тем, что занималась с ними сексом. Вроде бы и...

",https://filmshd.club/1607-vzroslye-igry.html
"
Логово Монстра
Год: 2018
Страна: США
Жанр: ужасы, триллер
Длительность: 110 мин.
КиноПоиск: 6.2
IMDb: 6.4

Два молодых парня зарабатывают на жизнь парковкой машин посетителей отеля. Мужчины и женщины, богатые и не очень, небрежным движением швыряют им ключи и тут же забывают их лица. Они - обычная обслуга, которая редко удостаивается приветливого слова и...

",https://filmshd.club/1026-logovo-monsstra.html
"
Старое ружье
Год: 2018
Страна: Франция, Германия (ФРГ)
Жанр: триллер, драма, военный
Длительность: 98 мин.
КиноПоиск: 7.8
IMDb: 7.7

В 1944 году Франция уже готовится сбросить с себя иго захватчиков-нацистов. Появление союзников на оккупированных территориях неизбежно, поэтому многие жители начинают задумываться о возможности выжить в намечающейся мясорубке. Жюльену Дандьё,...

",https://filmshd.club/1702-staroe-ruzhe.html
"
Близкие
Год: 2017
Страна: Россия
Жанр: драма
Длительность: 104 мин.
КиноПоиск: 5.8
IMDb: 5.8

В серых российских буднях беспросветно тянется жизнь обыкновенной семьи. Матушка дает начинающим талантам уроки вокального мастерства, попутно третируя тех, к кому чувствует антипатию. Отстраненная от духовной жизни собственных детей и не...

",https://filmshd.club/988-blizkie.html
